path,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,lentes_claros,lentes_oscuros,iluminacion_indadecuada,cara_cubierta,head pose,sombrero
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1388-image60601.jpg,56.607985,39.185118,96.3902,40.346642,78.676951,64.157895,59.221416,91.453721,92.905626,91.163339,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1387-image19016.jpg,41.217786,56.027223,84.774955,52.833031,68.803993,84.194192,47.606171,102.197822,80.419238,100.455535,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1385-image56042.jpg,55.736842,48.477314,95.519056,37.15245,59.221416,62.705989,58.931034,92.034483,90.292196,90.001815,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1384-image21380.jpg,65.029038,67.061706,108.005445,67.061706,85.646098,85.646098,60.673321,97.842105,104.520871,98.713249,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1381-image47628.jpg,49.348457,46.444646,90.001815,37.733212,59.802178,69.675136,56.317604,96.3902,91.744102,90.872958,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1380-image07109.jpg,54.865699,52.54265,103.068966,49.92922,82.451906,80.128857,63.286751,100.165154,96.970962,97.551724,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1378-image66435.jpg,58.350272,59.802178,109.166969,62.99637,83.61343,87.388385,61.254083,107.715064,104.520871,109.45735,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1375-image38925.jpg,48.477314,57.76951,94.647913,57.188748,72.869328,89.421053,49.92922,106.263158,91.453721,105.392015,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1369-image13873.jpg,45.283122,57.188748,91.453721,56.317604,70.836661,81.580762,48.477314,90.292196,83.032668,90.292196,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1368-image20774.jpg,55.446461,56.027223,92.615245,62.99637,88.259528,83.032668,51.381125,105.972777,91.163339,111.780399,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1366-image03767.jpg,59.511797,50.509982,102.197822,62.125227,65.319419,86.517241,49.058076,90.001815,89.421053,102.778584,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1365-image20557.jpg,46.735027,37.442831,89.711434,42.669691,68.803993,58.059891,44.99274,83.323049,75.77314,85.646098,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1382-image03773.jpg,67.352087,53.994555,111.199637,62.125227,74.321234,83.032668,54.865699,98.713249,97.842105,108.876588,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1348-image52092.jpg,46.444646,57.479129,85.646098,56.317604,82.451906,78.676951,53.994555,103.940109,85.936479,103.359347,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1345-image68757.jpg,56.027223,46.735027,90.292196,49.348457,86.807623,69.675136,57.188748,95.809437,91.453721,96.970962,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1340-image19829.jpg,57.188748,41.798548,101.326679,52.252269,81.290381,78.676951,46.154265,87.678766,83.032668,96.680581,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1339-image00543.jpg,45.283122,46.154265,89.421053,39.475499,81.871143,73.740472,56.027223,93.486388,90.872958,89.130672,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1333-image19953.jpg,62.99637,51.381125,106.263158,52.833031,75.482759,79.257713,62.415608,101.326679,96.3902,107.715064,0,0,0,1,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1332-image26717.jpg,59.802178,51.671506,105.682396,54.865699,68.22323,78.676951,55.446461,99.874773,103.649728,103.359347,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1327-image19805.jpg,57.188748,50.509982,110.038113,55.736842,78.38657,90.292196,56.607985,101.61706,96.680581,105.101633,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1326-image00929.jpg,48.477314,38.313975,90.292196,40.927405,75.482759,74.611615,46.735027,85.355717,78.676951,86.517241,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1324-image21073.jpg,55.446461,51.671506,102.488203,43.250454,86.22686,83.032668,67.642468,99.874773,107.424682,91.453721,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1323-image13519.jpg,54.865699,48.186933,104.23049,47.606171,74.321234,81.0,57.76951,96.3902,107.715064,94.938294,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1318-image20490.jpg,40.637024,51.961887,90.582577,49.92922,67.061706,76.063521,51.381125,99.00363,85.065336,96.680581,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1315-image07248.jpg,57.76951,39.475499,98.422868,44.121597,90.582577,65.900181,61.254083,84.774955,90.872958,86.807623,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1314-image13716.jpg,44.121597,56.027223,96.970962,49.348457,76.644283,72.288566,65.029038,104.23049,101.326679,99.584392,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1311-image20885.jpg,43.250454,53.704174,89.711434,48.186933,67.352087,73.15971,48.477314,98.422868,92.324864,96.970962,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1310-image20358.jpg,48.767695,46.735027,95.519056,42.37931,74.611615,69.384755,56.898367,90.582577,94.647913,88.84029,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1305-image47343.jpg,55.15608,55.736842,90.292196,58.640653,89.711434,77.805808,61.254083,103.359347,90.872958,107.134301,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1304-image47169.jpg,54.284936,61.834846,85.065336,52.252269,62.415608,84.194192,63.286751,108.876588,92.905626,101.61706,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1295-image00824.jpg,54.575318,51.961887,103.359347,51.961887,78.38657,84.774955,53.704174,95.519056,97.261343,96.970962,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1292-image21107.jpg,55.736842,38.894737,98.132486,51.090744,64.738657,72.578947,40.346642,76.353902,87.678766,90.292196,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1288-image02824.jpg,47.606171,63.577132,90.292196,57.188748,71.127042,85.646098,58.640653,108.586207,90.001815,105.101633,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1279-image53879.jpg,58.350272,54.865699,99.00363,65.900181,91.744102,89.130672,45.863884,101.61706,84.774955,106.553539,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1278-image24190.jpg,51.961887,47.315789,91.744102,56.607985,66.480944,84.484574,60.092559,93.77677,101.907441,102.488203,0,0,1,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1273-image00655.jpg,48.186933,49.348457,89.711434,44.121597,84.774955,75.192377,47.315789,97.842105,91.744102,91.453721,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1265-image22594.jpg,55.15608,45.573503,103.359347,43.250454,80.419238,74.030853,53.994555,87.678766,104.23049,86.807623,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1377-image14072.jpg,48.477314,46.444646,91.163339,49.348457,68.803993,79.838475,46.444646,90.872958,88.259528,93.196007,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1376-image01290.jpg,58.931034,55.736842,105.101633,56.898367,79.838475,93.486388,59.511797,105.101633,96.3902,107.134301,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1329-image18753.jpg,43.831216,44.99274,87.678766,45.573503,66.190563,67.932849,45.863884,79.257713,85.936479,79.548094,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1320-image22925.jpg,49.348457,48.186933,94.357532,44.411978,66.771325,72.288566,50.509982,96.099819,93.486388,91.744102,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1319-image19161.jpg,52.833031,51.090744,100.745917,58.350272,65.319419,85.936479,46.444646,94.357532,91.744102,104.23049,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1316-image03586.jpg,63.577132,54.575318,109.45735,65.6098,77.805808,92.615245,58.059891,90.292196,103.940109,101.326679,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1312-image20344.jpg,58.350272,53.704174,96.099819,60.963702,88.259528,94.938294,34.53902,95.519056,83.032668,104.23049,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1308-image27362.jpg,53.994555,51.090744,102.488203,51.381125,68.22323,84.774955,57.188748,103.359347,103.068966,102.778584,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1297-image05910.jpg,57.479129,49.348457,102.197822,51.671506,83.032668,74.030853,59.221416,98.422868,96.099819,102.197822,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1296-image20471.jpg,50.509982,54.284936,95.809437,51.961887,70.255898,81.290381,60.092559,101.61706,88.259528,102.197822,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1289-image09958.jpg,47.025408,56.317604,93.196007,55.736842,70.255898,85.646098,52.252269,103.359347,92.034483,102.197822,0,0,0,1,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1268-image03364.jpg,47.606171,42.37931,86.22686,47.025408,54.865699,66.480944,42.088929,90.582577,74.321234,95.228675,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1249-image13339.jpg,54.575318,60.38294,100.745917,52.54265,80.128857,85.646098,65.319419,107.715064,99.294011,103.068966,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1248-image13755.jpg,65.319419,56.898367,102.197822,49.92922,67.932849,79.257713,66.480944,110.038113,99.294011,105.392015,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1242-image00494.jpg,50.800363,53.413793,99.294011,60.38294,68.22323,82.742287,44.411978,94.067151,93.486388,101.036298,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1241-image11114.jpg,47.606171,63.286751,94.357532,64.738657,67.932849,81.871143,53.413793,99.294011,89.711434,100.165154,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1223-image26664.jpg,51.671506,61.834846,99.584392,51.090744,55.446461,76.644283,58.640653,114.103448,97.551724,105.392015,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1222-image09914.jpg,53.994555,44.121597,102.778584,51.090744,74.901996,76.934664,51.961887,85.065336,97.842105,94.067151,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1210-image15429.jpg,54.575318,49.348457,101.907441,48.767695,81.0,83.903811,49.638838,97.261343,91.163339,94.938294,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1209-image37295.jpg,57.479129,52.252269,115.555354,57.479129,86.22686,74.030853,65.029038,96.970962,100.165154,98.713249,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1199-image66963.jpg,53.994555,44.411978,100.165154,41.798548,87.678766,71.707804,65.029038,90.292196,98.713249,88.549909,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1191-image13890.jpg,37.442831,70.836661,84.484574,49.348457,77.805808,91.744102,60.963702,110.618875,98.422868,92.615245,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1168-image52390.jpg,44.411978,45.863884,93.196007,34.829401,77.225045,69.094374,54.865699,90.001815,101.326679,79.838475,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1156-image12061.jpg,56.898367,46.735027,101.036298,47.315789,64.157895,71.127042,49.058076,95.519056,96.099819,98.713249,1,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1258-image15092.jpg,58.059891,41.217786,101.326679,44.99274,75.77314,65.029038,56.317604,91.163339,92.034483,94.647913,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1234-image70218.jpg,49.92922,66.771325,95.228675,56.027223,86.807623,90.582577,42.669691,101.61706,95.809437,85.936479,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1228-image15864.jpg,59.221416,46.735027,104.23049,47.315789,84.194192,73.450091,68.22323,96.680581,98.132486,96.3902,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1215-image18636.jpg,44.121597,58.059891,90.582577,56.027223,67.642468,83.903811,45.573503,106.263158,87.098004,104.23049,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1206-image21854.jpg,38.313975,57.188748,78.096189,53.413793,66.771325,78.38657,51.090744,99.874773,79.838475,100.455535,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1202-image67546.jpg,61.254083,57.479129,99.584392,59.221416,72.288566,82.451906,59.511797,104.811252,97.551724,107.134301,0,0,0,0,1.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1183-image67520.jpg,53.413793,52.54265,103.068966,42.669691,81.871143,86.807623,59.511797,97.551724,109.166969,86.807623,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1245-image66454.jpg,48.186933,67.932849,90.872958,60.38294,72.869328,76.063521,59.221416,115.264973,101.326679,105.101633,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1237-image14767.jpg,62.705989,47.896552,93.486388,44.99274,96.970962,73.15971,65.319419,97.842105,90.292196,94.067151,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1203-image20849.jpg,49.638838,60.963702,89.421053,45.283122,76.934664,76.353902,66.771325,100.165154,105.682396,86.517241,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1192-image01132.jpg,36.281307,64.157895,83.61343,53.123412,64.157895,96.3902,46.444646,108.005445,95.519056,95.228675,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1171-image53014.jpg,55.736842,49.058076,97.261343,45.863884,64.448276,71.127042,56.898367,95.519056,97.842105,96.970962,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1252-image23995.jpg,64.448276,53.704174,106.553539,43.250454,73.740472,78.096189,70.836661,100.745917,103.940109,95.519056,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1240-image22442.jpg,56.317604,60.092559,102.778584,60.092559,82.161525,86.22686,58.350272,108.586207,103.359347,104.520871,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1211-image67469.jpg,55.15608,61.254083,96.680581,49.92922,67.352087,80.128857,65.319419,106.84392,100.455535,97.551724,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1195-image26372.jpg,48.186933,45.573503,93.77677,49.92922,82.742287,81.580762,46.735027,96.099819,81.580762,99.00363,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1255-image11753.jpg,47.606171,42.088929,90.872958,40.637024,68.803993,76.063521,49.058076,87.098004,92.905626,85.646098,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1212-image06967.jpg,51.961887,52.252269,85.936479,39.475499,60.092559,80.128857,68.513612,96.3902,96.970962,85.646098,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1309-image68233.jpg,44.121597,53.994555,91.453721,54.865699,76.644283,88.84029,40.346642,103.068966,91.163339,100.455535,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1307-image60816.jpg,43.540835,41.217786,89.711434,38.313975,66.190563,69.965517,49.348457,88.84029,86.22686,88.84029,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1306-image19552.jpg,62.705989,56.898367,99.00363,59.802178,88.259528,83.032668,60.673321,106.263158,91.744102,109.45735,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1303-image67290.jpg,54.575318,56.898367,101.61706,55.15608,75.482759,89.711434,57.188748,102.488203,101.61706,102.488203,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1301-image06085.jpg,54.575318,39.185118,102.488203,55.446461,57.188748,73.740472,35.119782,84.774955,85.646098,103.068966,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1299-image70670.jpg,62.415608,52.252269,99.584392,47.025408,66.480944,78.38657,68.803993,98.713249,101.036298,98.132486,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1298-image22455.jpg,45.863884,40.637024,94.647913,46.735027,68.803993,76.063521,38.894737,77.805808,87.678766,85.355717,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1294-image20857.jpg,50.219601,57.479129,92.615245,37.15245,86.807623,74.030853,73.450091,98.713249,106.553539,82.161525,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1293-image26153.jpg,44.99274,48.477314,92.034483,53.123412,74.901996,82.742287,48.767695,94.647913,85.065336,99.584392,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1291-image69835.jpg,51.381125,51.090744,96.970962,54.575318,86.22686,85.355717,58.640653,101.036298,92.905626,101.61706,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1290-image66541.jpg,51.381125,40.346642,98.713249,42.37931,72.288566,74.901996,49.638838,90.292196,94.067151,91.744102,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1286-image64388.jpg,65.6098,36.862069,106.263158,42.088929,88.84029,66.771325,58.931034,87.098004,96.3902,87.969147,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1283-image05137.jpg,55.15608,47.896552,97.261343,49.348457,78.38657,78.096189,59.802178,96.099819,91.453721,95.809437,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1282-image06546.jpg,47.606171,52.54265,97.551724,49.638838,66.480944,73.740472,51.961887,100.455535,95.519056,96.680581,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1276-image69697.jpg,67.352087,51.381125,111.199637,64.448276,78.38657,78.967332,51.090744,99.874773,89.711434,110.909256,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1275-image08427.jpg,59.802178,43.831216,102.778584,44.411978,76.644283,71.707804,61.834846,92.615245,96.099819,95.809437,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1272-image23586.jpg,47.025408,58.059891,91.163339,60.38294,71.127042,77.805808,41.508167,101.036298,84.484574,103.068966,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1271-image44891.jpg,49.638838,55.736842,97.261343,58.931034,70.546279,75.77314,48.767695,104.811252,85.936479,108.586207,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1264-image39400.jpg,54.284936,56.317604,94.938294,48.186933,60.092559,78.38657,60.673321,105.392015,89.711434,101.036298,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1261-image67275.jpg,48.477314,42.088929,89.421053,41.508167,82.451906,74.030853,47.606171,87.098004,84.484574,86.807623,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1257-image67154.jpg,54.575318,39.185118,98.132486,46.444646,84.194192,78.096189,40.056261,85.065336,88.549909,91.744102,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1256-image05931.jpg,61.254083,52.833031,103.359347,53.994555,82.161525,85.065336,61.834846,103.940109,95.809437,104.811252,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1344-image64455.jpg,54.865699,58.640653,88.549909,55.15608,54.284936,71.707804,46.735027,105.972777,78.38657,100.455535,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1233-image38306.jpg,65.900181,38.023593,106.263158,47.606171,97.842105,69.094374,63.286751,87.098004,96.3902,94.067151,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1225-image00449.jpg,56.317604,58.640653,100.745917,59.511797,71.998185,82.742287,58.931034,106.553539,89.130672,107.424682,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1221-image06525.jpg,63.286751,47.025408,112.361162,50.219601,86.807623,83.61343,62.415608,96.3902,104.811252,95.809437,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1218-image13930.jpg,45.863884,47.025408,92.324864,47.606171,70.546279,65.900181,52.252269,88.259528,83.903811,90.582577,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1214-image67028.jpg,49.638838,50.800363,93.196007,47.315789,83.323049,77.515426,56.027223,99.584392,88.549909,98.422868,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1213-image06800.jpg,60.38294,52.833031,101.036298,50.509982,63.867514,78.967332,59.802178,102.197822,88.259528,102.488203,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1208-image13079.jpg,51.961887,58.059891,96.680581,49.348457,82.742287,87.678766,62.99637,98.713249,99.294011,90.872958,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1207-image71339.jpg,65.319419,53.413793,106.263158,54.865699,78.38657,81.580762,61.544465,100.745917,95.519056,101.907441,0,0,0,0,0.0,1
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1205-image67239.jpg,54.575318,46.444646,98.422868,51.381125,67.352087,74.611615,49.058076,85.646098,96.099819,91.453721,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1204-image65824.jpg,50.219601,53.123412,98.132486,57.76951,70.546279,85.646098,45.863884,98.132486,90.872958,105.101633,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1201-image37051.jpg,57.188748,59.221416,105.972777,60.963702,71.707804,78.096189,58.350272,110.909256,91.744102,111.490018,0,0,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1198-image12155.jpg,73.15971,40.346642,120.201452,41.798548,86.807623,65.6098,75.77314,89.130672,110.038113,90.001815,0,0,1,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1197-image05877.jpg,54.575318,39.185118,99.874773,37.442831,76.353902,70.546279,60.092559,91.453721,91.453721,91.744102,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1190-image22253.jpg,52.252269,38.604356,95.809437,49.638838,83.323049,65.029038,49.92922,92.905626,86.22686,101.61706,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1184-image68527.jpg,53.994555,58.059891,94.357532,48.767695,81.290381,76.063521,68.803993,97.261343,96.3902,89.711434,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1180-image19058.jpg,63.577132,65.6098,104.23049,58.059891,83.032668,88.259528,68.22323,98.132486,110.909256,91.744102,1,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1176-image32968.jpg,51.671506,42.669691,93.486388,37.442831,56.898367,67.642468,54.575318,89.711434,92.905626,88.259528,0,1,0,0,1.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1164-image14920.jpg,56.607985,48.477314,102.197822,57.188748,75.192377,83.323049,51.671506,94.938294,85.936479,102.197822,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1161-image22903.jpg,50.509982,43.540835,95.228675,49.058076,69.965517,62.705989,44.411978,81.0,90.872958,90.292196,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1152-image11512.jpg,50.219601,59.802178,91.453721,59.802178,69.965517,76.644283,52.252269,108.586207,88.84029,110.038113,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1149-image13839.jpg,46.444646,44.121597,95.228675,50.800363,68.22323,77.805808,44.99274,91.163339,84.194192,97.261343,0,0,1,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1338-image66862.jpg,52.833031,66.771325,87.388385,54.865699,47.315789,84.774955,59.221416,112.651543,83.032668,108.005445,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1337-image03150.jpg,67.642468,52.54265,95.809437,53.123412,65.319419,81.871143,71.998185,101.036298,99.00363,104.23049,0,0,0,0,0.0,0
C:\Users\isaac\PycharmProjects\tensorflow_filter\dataset_pictures\1335-image66597.jpg,56.898367,61.834846,100.745917,48.767695,77.515426,88.259528,77.515426,104.811252,106.263158,99.294011,0,0,0,0,1.0,0
